      2e-65  212.9   0.0    2.5e-64  209.2   0.0    2.0  1  G0LBK6                  
   9.1e-226  742.2   0.0     1e-225  742.0   0.0    1.0  1  AGH68925.1              
   7.3e-243  798.4   0.4   8.3e-243  798.2   0.4    1.0  1  tr|A7KH27|A7KH27_9ACTN  
   1.2e-240  791.1   0.0   1.3e-240  791.0   0.0    1.0  1  GAA4733348.1            
   1.9e-241  793.8   0.0   2.2e-241  793.5   0.0    1.0  1  WP_173074236.1          
   7.4e-229  752.3   0.0   8.8e-229  752.0   0.0    1.0  1  WP_027744001.1          
   2.4e-222  730.7   0.3   2.6e-222  730.6   0.3    1.0  1  WP_047020372.1          
     1e-241  794.6   0.0   1.2e-241  794.4   0.0    1.0  1  WP_221480675.1          
     2e-249  820.1   0.1   2.3e-249  819.9   0.1    1.0  1  GFJ87329.1              
    7.2e-46  148.6   0.0    7.8e-45  145.2   0.0    2.0  2  AEF02462.1              
   1.1e-236  778.1   0.0   1.4e-236  777.8   0.0    1.0  1  WP_218577044.1          
   3.6e-226  743.3   0.0   4.1e-226  743.1   0.0    1.0  1  WP_218577050.1          
   6.6e-233  765.5   0.3   7.6e-233  765.3   0.3    1.0  1  WP_231403780.1          
   5.3e-240  789.0   0.1   5.8e-240  788.8   0.1    1.0  1  TDB97324.1              
   2.1e-100  328.3   0.0    7.4e-99  323.3   0.0    2.0  1  tr|E3VPB7|E3VPB7_SYNPY  
   3.9e-237  779.5   0.0   4.4e-237  779.3   0.0    1.0  1  WP_027745869.1          
    2.1e-64  209.6   0.0    4.4e-64  208.5   0.0    1.4  1  A0A0P7YMS9              
   1.7e-242  797.2   0.0   1.9e-242  797.1   0.0    1.0  1  WP_049575625.1          
   5.1e-220  723.0   0.0   5.9e-220  722.8   0.0    1.0  1  WP_019852972.1          
    8.1e-63  204.5   3.4    8.4e-62  201.2   3.4    2.0  1  G0LAH5                  
   7.6e-198  649.9   0.1   8.4e-198  649.7   0.1    1.0  1  tr|A7KH33|A7KH33_9ACTN  
   3.6e-241  792.8   0.0   4.1e-241  792.7   0.0    1.0  1  WP_207945473.1          
   4.1e-215  706.6   0.3   4.7e-215  706.5   0.3    1.0  1  WP_018841016.1          
   2.5e-221  727.4   0.0   2.9e-221  727.1   0.0    1.0  1  AGH68909.1              
    2.6e-68  222.5   0.3    4.9e-68  221.6   0.3    1.3  1  A0A0P7XDT3              
   1.1e-100  329.3   0.0    2.3e-99  324.9   0.0    2.0  1  tr|Q0I6Q3|Q0I6Q3_SYNS3  
   2.5e-228  750.5   0.1   2.7e-228  750.3   0.1    1.0  1  WP_018836294.1          
   1.7e-229  754.3   0.5   1.9e-229  754.2   0.5    1.0  1  TDC81883.1              
   3.4e-250  822.6   0.1   3.9e-250  822.4   0.1    1.0  1  GAA4733321.1            
   1.9e-216  711.3   0.1   2.1e-216  711.1   0.1    1.0  1  WP_019819575.1          
   1.7e-233  767.7   0.0   1.9e-233  767.5   0.0    1.0  1  WP_027774460.1          
   6.4e-239  785.4   0.6   7.1e-239  785.3   0.6    1.0  1  WP_027769314.1          
   2.2e-227  747.3   0.0   2.5e-227  747.1   0.0    1.0  1  WP_328365832.1          
   1.3e-229  754.8   0.3   1.5e-229  754.5   0.3    1.0  1  WP_221635431.1          
   3.4e-249  819.3   0.2   3.9e-249  819.1   0.2    1.0  1  WP_218577046.1          
   1.6e-236  777.6   0.6   1.8e-236  777.5   0.6    1.0  1  WP_207946969.1          
    7.6e-94  306.7   0.0      1e-93  306.3   0.0    1.1  1  tr|B0C3X9|B0C3X9_ACAM1  
   1.3e-227  748.2   0.1   1.4e-227  748.1   0.1    1.0  1  WP_018842950.1          
   1.1e-104  342.5   0.0   1.3e-104  342.3   0.0    1.0  1  tr|B0C4R0|B0C4R0_ACAM1  
   6.1e-243  798.7   0.1   6.9e-243  798.5   0.1    1.0  1  WP_173074238.1          
   3.7e-244  802.8   0.1   4.3e-244  802.6   0.1    1.0  1  WP_131987183.1          
   3.3e-243  799.8   0.0   3.7e-243  799.6   0.0    1.0  1  WP_173074240.1          
