   1.5e-120  391.5   1.1   1.7e-120  391.3   1.1    1.0  1  WP_041021480.1      HalD
   3.2e-125  406.8   0.2   3.5e-125  406.7   0.2    1.0  1  WP_004985557.1      HalB
   3.5e-117  380.4   0.1   3.8e-117  380.3   0.1    1.0  1  WP_067690966.1      HalB
   2.2e-116  377.8   1.1   2.6e-116  377.6   1.1    1.0  1  WP_057008702.1      HalD
   4.8e-125  406.2   0.3   5.4e-125  406.0   0.3    1.0  1  WP_037940874.1      HalB
   1.8e-106  345.4   1.1   2.2e-106  345.1   1.1    1.0  1  WP_016975823.1      HalA
   1.7e-103  335.6   0.3   1.8e-103  335.5   0.3    1.0  1  WP_028687259.1      HalE
   3.2e-120  390.4   1.1   3.6e-120  390.2   1.1    1.0  1  WP_046063366.1      HalD
    1.4e-93  303.1   0.6    1.7e-93  302.9   0.6    1.0  1  WP_019233318.1      HalC
   1.4e-101  329.3   1.6   1.7e-101  329.1   1.6    1.0  1  WP_056854138.1      HalE
   5.6e-110  356.8   0.2   6.2e-110  356.7   0.2    1.0  1  WP_019057205.1      HalB
    7.1e-71  228.7   0.1    8.5e-71  228.5   0.1    1.0  1  WP_053557074.1      HalF
     3e-111  361.0   0.0   3.5e-111  360.8   0.0    1.0  1  WP_044582715.1      HalB
   8.7e-124  402.1   0.1   9.7e-124  401.9   0.1    1.0  1  SDN46247            HalB
   1.9e-105  342.0   0.9   2.1e-105  341.8   0.9    1.0  1  WP_036209184.1      HalG
   7.7e-120  389.1   0.9   8.5e-120  389.0   0.9    1.0  1  WP_003966730.1      HalB
    3.5e-93  301.8   0.0    3.9e-93  301.7   0.0    1.0  1  WP_024777807.1      HalH
    2.6e-95  308.8   0.0    3.1e-95  308.6   0.0    1.0  1  WP_047703910.1      HalH
   1.7e-105  342.2   2.1     2e-105  342.0   2.1    1.0  1  WP_057723975.1      HalA
   2.8e-120  390.6   0.2   3.1e-120  390.4   0.2    1.0  1  WP_020275004.1      HalB
