taxid	kingdom	phylum	class	order	family	genus	species
2507902		Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae		
252141			Dinophyceae	Suessiales	Symbiodiniaceae		
252671		Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia hemisphaerica
2528005		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria varia
2528008		Planctomycetota	Planctomycetia			Rohdeia	Rohdeia mirabilis
253288		Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia yamatoensis
2557542			Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma retinervis
2562237			Dinophyceae	Suessiales	Symbiodiniaceae	Cladocopium	Cladocopium goreaui
2562239			Dinophyceae	Suessiales	Symbiodiniaceae	Effrenium	Effrenium voratum
256616		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	
256835		Arthropoda	Insecta	Coleoptera	Chrysomelidae		
256845		Lentisphaerota					
2571160		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	
2575872		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia	Bauldia sp.
2593643		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
2593676		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
2594795		Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Chitinimonas	Chitinimonas arctica
2605266		Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae		Caldilineaceae bacterium SB0675_bin_29
2605746		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. CAH-3
2607806		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Caldora	Caldora sp. SIO3E6
2607809		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Symploca	Symploca sp. SIO2E6
2607811		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. SIO3B5
2607816		Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Spirulina sp. SIO3F2
2607824		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Moorena	Moorena sp. SIO2C4
2607826		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Moorena	Moorena sp. SIO4E2
2608089		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Ekhidna	Ekhidna sp.
2608131		Haptophyta					
2608996		Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia sp. A1-2
2625037		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Geminocystis	
2626047		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	
2633570		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
2634635		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	
2650926		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga sp.
2652724		Cnidaria	Anthozoa	Actiniaria	Aiptasiidae	Exaiptasia	Exaiptasia diaphana
2663008		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax sediminis
2685872		Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomarinum	Methylomarinum sp.
2691357		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae		
2692794		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum sp. FACHB-282
2696291							
2698753		Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Fluviispira	
2705399		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Dongiaceae	Hypericibacter	
270636		Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Spirulina major
271217		Arthropoda	Insecta	Lepidoptera	Noctuidae	Mythimna	Mythimna separata
2712222		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales		Nordella	Nordella sp. HKS 07
2718876		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium synurae
2720082		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. dw_411
2720165		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. KiyG1
