taxid	kingdom	phylum	class	order	family	genus	species
1448322		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatinus
1450172		Ascomycota	Dothideomycetes	Pleosporales		Aaosphaeria	Aaosphaeria arxii
1450533		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
1450534		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brunneoviolaceus
1450535		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotioniger
1450536		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	Guyanagaster necrorhizus
1450537		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus
1450538		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus violaceofuscus
1450541		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus indologenus
145971		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lupini
1460502		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum nymphaeae
1460663		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa
1463999		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis sinoallii
1469910		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiobolus	Ophiobolus disseminans
147538		Ascomycota					
147541		Ascomycota	Dothideomycetes				
147545		Ascomycota	Eurotiomycetes				
147548		Ascomycota	Leotiomycetes				
147550		Ascomycota	Sordariomycetes				
147558		Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Byssothecium	Byssothecium circinans
147567		Ascomycota	Dothideomycetes	Pleosporales		Lojkania	Lojkania enalia
148305		Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia grisea
149040		Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia scopiformis
1491008		Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma semiorbis
1491466		Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma guizhouense
150365		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Acrodontium	Acrodontium crateriforme
150366		Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	
150374		Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Escovopsis	Escovopsis weberi
1504668		Ascomycota	Dothideomycetes	Aulographales	Rhizodiscinaceae	Rhizodiscina	Rhizodiscina lignyota
1506151		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudonomiae
1507867		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Oleoguttula	Oleoguttula mirabilis
1507870		Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cryoendolithus	Cryoendolithus antarcticus
1508187		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces	Meristemomyces frigidus
1509407		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae
1513339		Ascomycota	Dothideomycetes	Pleosporales	Delitschiaceae	Delitschia	Delitschia confertaspora
1517512		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoviridinutans
152316		Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Truncatella	Truncatella angustata
1531966		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		[Torrubiella] hemipterigena
153505		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena pura
1536484		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora australis
153913		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria luteobubalina
153914		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria novae-zelandiae
153919		Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica
153920		Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula aciculospora
154538		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes pubescens
155416		Ascomycota	Sordariomycetes	Xylariales		Monosporascus	Monosporascus cannonballus
155417		Ascomycota	Sordariomycetes	Xylariales		Monosporascus	Monosporascus ibericus
155619		Basidiomycota	Agaricomycetes				
1561947		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium longicatenatum
1562060		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium verhagenii
1567552		Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma lentiforme
1573173		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum incanum
157822		Ascomycota	Lecanoromycetes	Lecanorales			
1578925		Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia pennisetigena
158607		Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe helianthi
160324		Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rhizophaga
1612424		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium salamii
161662		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria nubilosa
1635080		Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia obscura
1649241		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium rileyi
1658174		Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces percursus
1658444		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Neoarthrinium	Neoarthrinium moseri
1664694		Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora attinorum
167371		Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinidium	Phellinidium pouzarii
1682393		Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium trichocladiopsis
168475		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium taxi
1690604		Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Lithohypha	Lithohypha guttulata
1690606		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
170820		Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum
171627		Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
172621		Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Imshaugia	Imshaugia aleurites
173218		Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma aggressivum
1738132		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Roridomyces	Roridomyces roridus
1759441		Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	Athelia psychrophila
176160		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ambiguus
176169		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus granulosus
176178		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudodeflectus
176275		Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
1763456		Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Calycina	Calycina marina
176857		Streptophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus	Carpinus fangiana
1769247		Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
1769908		Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella heteroderae
177199		Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta pulveracea
1792511		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium robsamsonii
179855		Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus variabilis
180088		Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vesiculosus
180999		Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia uncialis
181014		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria ethzedia
181017		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria conjuncta
1810916		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus karnatakaensis
1810926		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus stella-maris
1810928		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus undulatus
181124		Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius oreades
1811811		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	
1812306		Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix eucalyptigena
1812776		Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae		
181762		Basidiomycota	Agaricomycetes	Agaricales	Agrocybaceae	Psilocybe	Psilocybe cubensis
181874		Basidiomycota	Agaricomycetes	Agaricales		Panaeolus	Panaeolus cyanescens
182062		Basidiomycota	Agaricomycetes	Agaricales	Campanellaceae	Tetrapyrgos	Tetrapyrgos nigripes
182096		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri
1825666		Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora maydis
183478		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium lycopersici
1836956		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum chrysophilum
184061		Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	Cladonia borealis
184208		Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae		
1849047		Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma cylindrospora
184978		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Decorospora	Decorospora gaudefroyi
1851006		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora macrospora
1854479		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium tenue
186449		Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	
186634		Chordata	Actinopteri				
187734		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
1882269		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium fimorum
1882272		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium samsonianum
1884261		Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterulicium	Pterulicium gracile
1892770		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum
1903189		Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Alectoria	Alectoria fallacina
1904413		Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus clintonianus
191047		Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia fluminis
1912936		Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus discolor
1912939		Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus fuscotomentosus
1927788		Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Annulohypoxylon	Annulohypoxylon maeteangense
1929756		Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Desarmillaria	Desarmillaria tabescens
1932322		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria variabile
1940300		Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Cristinia	Cristinia sonorae
1940652		Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Gomphillus	Gomphillus americanus
1954250		Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeria	Lasiosphaeria miniovina
1955775		Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emergomyces	Emergomyces africanus
1964551		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis fragariae
1973307		Basidiomycota	Agaricomycetes	Agaricales	Hemipholiotaceae	Cyclocybe	Cyclocybe aegerita
2004952		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps camponoti-rufipedis
2018698		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena citricolor
2024004		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae		
2025994		Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella lustricola
2028206		Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae		
2028217		Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae		
2033035		Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae		
2041049		Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	Cephalotrichum gorgonifer
2056292		Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus	Meripilus lineatus
205686		Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta lentis
205917		Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Dentipellis	Dentipellis fragilis
2059318		Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma	Histoplasma mississippiense
2060973		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium takamizusanense
206335		Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea
2074819		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Canariomyces	Canariomyces notabilis
2078593		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum shisoi
2082293		Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hepaticicola
208324		Chordata	Actinopteri	Cyprinodontiformes	Goodeidae	Ameca	Ameca splendens
209136		Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Lepraria neglecta
2093777		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora bellae-mahoneyi
2093779		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora pseudocomata
209559		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus alliaceus
210430		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setomelanomma	Setomelanomma holmii
210567		Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	
2126181		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena indigotica
2126942		Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis schrenkii
212818		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila
215243		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma
215460		Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula	Lachnellula occidentalis
215461		Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula	Lachnellula willkommii
215465		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria	Septoria linicola
2175873		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum musicola
2175906		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum plurivorum
2175907		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sojae
221103		Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora	Moniliophthora roreri
221678		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
221902		Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca autumnalis
222543		Ascomycota	Sordariomycetes				
222544		Ascomycota	Sordariomycetes				
222545		Ascomycota	Sordariomycetes				
2231603		Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces muscarius
223376		Ascomycota	Sordariomycetes	Cephalothecales	Cephalothecaceae	Phialemonium	Phialemonium thermophilum
225359		Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe pulchra
226991		Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
227332		Basidiomycota	Agaricomycetes	Boletales			
2282107		Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma	Pyrrhoderma noxium
229535		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium nordicum
230809		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena maculata
230812		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena sanguinolenta
230819		Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis marcescibilis
231223		Mollusca	Gastropoda		Plakobranchidae	Elysia	Elysia crispata
2316155		Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae		
231916		Basidiomycota	Agaricomycetes	Agaricales	Galerinaceae	Gymnopilus	Gymnopilus dilepis
236234		Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Diplodia corticola
237584		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	
241081		Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Pseudoneurospora	Pseudoneurospora amorphoporcata
242507		Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae
2447956		Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	Antrodiella citrinella
245834		Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neohortaea	Neohortaea acidophila
2478750		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis deweyae
2478898		Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Cerrena	Cerrena zonata
2480587		Basidiomycota	Agaricomycetes	Agaricales	Agrocybaceae	Psilocybe	Psilocybe cf. subviscida
2493646		Mollusca	Bivalvia	Unionida	Unionidae	Potamilus	Potamilus streckersoni
2499258		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
2512241		Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria flabelliformis
252184		Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Bombardia	Bombardia bombarda
252190		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora fimiseda
252740		Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora	Cytospora chrysosperma
2528407		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia ellipsospora
253628		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Verruconis	Verruconis gallopava
256645		Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Dendryphion	Dendryphion nanum
258253		Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina farinacea
2582783		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nanangensis
2587410		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	Thermothielavioides terrestris
2587417		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	Triangularia setosa
2587418		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	Triangularia verruculosa
2588326		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parachaetomium	Parachaetomium inaequale
2596975		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium humberi
2601811		Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	Elsinoe batatas
260670		Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeris	Lasiosphaeris hirsuta
260671		Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeria	Lasiosphaeria hispida
2609812		Ascomycota	Sordariomycetes	Sordariales	Podosporaceae		
261697		Ascomycota	Sordariomycetes	Sordariales	Naviculisporaceae	Rhypophila	Rhypophila decipiens
264951		Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces variotii
265104		Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	Trichoglossum hirsutum
2656787		Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Venustampulla	Venustampulla echinocandica
2664923		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum noveboracense
2682957		Basidiomycota	Agaricomycetes	Agaricales	Campanellaceae	Stygiomarasmius	Stygiomarasmius scandens
268505		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps unilateralis
2707335		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707337		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707338		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707348		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707349		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707350		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2707354		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
2714763		Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces lecanii
2720870		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
2720871		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
2720872		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
2720874		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
2726947		Ascomycota	Dothideomycetes	Mycosphaerellales			
2732470		Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Bacidia	Bacidia gigantensis
27334		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum
2733690		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena venus
27342		Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Schizopora	Schizopora paradoxa
27357		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum acutatum
2752537		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
2752542		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
2755564		Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae		
2773714		Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium mustum
2781224		Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Neodothiora	Neodothiora populina
278938		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis elliptica
278940		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis galanthina
278943		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis hyacinthi
278948		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis paeoniae
2792576		Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Rhynchosporium	Rhynchosporium graminicola
2795749		Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Diplocarpon	Diplocarpon coronariae
281242		Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae		
2813651		Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora
2823264		Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybiopsis	Collybiopsis confluens
2828524		Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces eurysporus
2831512		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Staphylotrichum	Staphylotrichum tortipilum
28548		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia trifoliorum
28556		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
28565		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	Thermomyces dupontii
28568		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae		
28573		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces islandicus
2862362		Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Favolaschia	Favolaschia claudopus
286661		Ascomycota	Dothideomycetes			Peltaster	Peltaster fructicola
28983		Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
2898453		Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora	Cytospora paraplurivora
29002		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	
2905665		Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	Apiospora phragmitis
290882		Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae		
291059		Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe leptostromiformis
292717		Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia eschscholtzii
293382		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium thymicola
2972119		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium cf. viridicatum
2972120		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium cf. griseofulvum
297713		Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Paramarasmius	Paramarasmius palmivorus
2982305		Basidiomycota	Agaricomycetes	Agaricales			
2982316		Basidiomycota	Agaricomycetes	Agaricales			
29845		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium vulpinum
