taxid	kingdom	phylum	class	order	family	genus	species	n_sequences
1497346		Actinomycetota	Thermoleophilia					2
1502		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	2
1506		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp.	2
1513793		Bdellovibrionota	Oligoflexia	Oligoflexales	Pseudobacteriovoracaceae	Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	1
1526		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] aminophilum	1
153026		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	Desulforegula	Desulforegula conservatrix	1
1562887		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia	Protofrankia coriariae	1
1592317		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfoplanaceae	Desulfoplanes	Desulfoplanes formicivorans	1
159273		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	uncultured Capnocytophaga sp.	2
1597		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	1
1598		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	1
160798		Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga		1
1617416		Chloroflexota					Chloroflexi bacterium OLB15	1
1617422		Bacteroidota					Bacteroidetes bacterium OLB11	1
162289		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus		1
1628268			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium necroappetens	1
1629708		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	Desulfatitalea sp. BRH_c12	1
1639		Bacillota	Bacilli	Caryophanales	Listeriaceae	Listeria	Listeria monocytogenes	2
1640516		Candidatus Methylomirabilota					candidate division NC10 bacterium CSP1-5	1
1640674		Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Williamwhitmania	Williamwhitmania taraxaci	1
1655434		Promethearchaeota						1
165716		Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia rufa	1
166		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema sp.	4
1660156							bacterium SCN 62-11	1
1660160		Acidobacteriota					Acidobacteria bacterium SCN 69-37	1
1670455		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfodiicoccus	Sulfodiicoccus acidiphilus	1
1670831		Actinomycetota	Nitriliruptoria	Egibacterales	Egibacteraceae	Egibacter	Egibacter rhizosphaerae	1
167972		Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	uncultured Enterococcus sp.	1
168697		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora arenicola	2
1698259		Methanobacteriota					candidate division MSBL1 archaeon SCGC-AAA259A05	1
1700837		Candidatus Bathyarchaeota						1
1703357		Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas sp. SG8_28	1
1703388		Chloroflexota	Anaerolineae				Anaerolineae bacterium SM23_84	1
1703391		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium SG8_41	1
1703397			Deltaproteobacteria				Deltaproteobacteria bacterium DG_8	1
1703404		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium SG8_30	1
1703405		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium SG8_31	1
1703762							bacterium SM23_31	1
1703763							bacterium SM23_57	1
1703771							candidate division TA06 bacterium DG_26	1
1703781		Candidatus Latescibacterota					Latescibacteria bacterium DG_63	1
1704237		Spirochaetota					Spirochaetes bacterium DG_61	2
1710538		Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex salinum	1
1714257		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. CIS_19	1
171536		Methanobacteriota	Methanonatronarchaeia					1
171549		Bacteroidota	Bacteroidia	Bacteroidales				2
171550		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae			1
1716		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium		1
1735325		Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas sp. SDB	1
174713		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	uncultured Tenacibaculum sp.	1
1748249		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Candidatus Magnetominusculus	Candidatus Magnetominusculus xianensis	1
1760		Actinomycetota	Actinomycetes					7
1765737		Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfurirhabdus	Dissulfurirhabdus thermomarina	1
1768114		Bacteroidota	Bacteroidia	Bacteroidales		Candidatus Hemicellulosilyticus	Candidatus Hemicellulosilyticus sp. F083	1
1769717		Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae			2
1773489		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetovibrionaceae	Varunaivibrio	Varunaivibrio sulfuroxidans	1
1778601		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter		1
1779134			Deltaproteobacteria	Bradymonadales				1
1783234								7
1783257								4
1783270								10
1783272								16
1783273								2
1783275								13
1783276								1
1783498		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora alkaliphila	1
179		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum		2
1794811								2
1797269		Candidatus Aminicenantota					Candidatus Aminicenantes bacterium RBG_13_62_12	1
1797313		Bacteroidota					Bacteroidetes bacterium GWA2_30_7	1
1797365		Bacteroidota					Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_37_12	1
1797381		Candidatus Bathyarchaeota					Candidatus Bathyarchaeota archaeon RBG_16_48_13	1
1797477		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium RBG_16_64_18	1
1797832			Deltaproteobacteria				Deltaproteobacteria bacterium RBG_13_58_19	1
1797881			Deltaproteobacteria				Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_50_16	1
1797896			Deltaproteobacteria				Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11	1
1797919		Elusimicrobiota						6
1798420		Ignavibacteriota	Ignavibacteria				Ignavibacteria bacterium GWA2_54_16	1
1798913		Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microthrixaceae			1
1801712		Nitrospirota					Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17	1
1801815		Candidatus Omnitrophota					Omnitrophica bacterium GWA2_50_21	1
1802340								1
1802784		Candidatus Zixiibacteriota					candidate division Zixibacteria bacterium RBG_16_43_9	1
1802785		Candidatus Zixiibacteriota					candidate division Zixibacteria bacterium RBG_16_48_11	1
1803475		Actinomycetota					Actinobacteria bacterium 13_1_20CM_3_68_9	1
1803512		Candidatus Altarchaeota	Candidatus Altarchaeia	Candidatus Altarchaeales	Candidatus Altarchaeaceae	Candidatus Altarchaeum		1
1805024		Armatimonadota					Armatimonadetes bacterium 13_1_40CM_3_65_7	1
1805219		Ignavibacteriota	Ignavibacteria				Ignavibacteria bacterium 13_1_40CM_2_61_4	1
1805282		Candidatus Nomuraibacteriota					Candidatus Nomurabacteria bacterium CG1_02_47_685	1
1813606		Balneolota	Balneolia	Balneolales	Balneolaceae			1
1817864		Candidatus Fraseribacteriota					Candidatus Fraserbacteria bacterium RBG_16_55_9	1
1817868		Candidatus Handelsmaniibacteriota					Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10	2
1817870		Candidatus Lindowiibacteriota					Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27	1
183924		Thermoproteota	Thermoprotei					9
183963		Methanobacteriota	Halobacteria					6
183967		Thermoplasmatota	Thermoplasmata					1
183968		Methanobacteriota	Thermococci					2
1839754		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia	Candidatus Protofrankia californiensis	2
183980		Methanobacteriota	Archaeoglobi					1
183988		Methanobacteriota	Methanopyri					1
1841599		Candidatus Odinarchaeota	Candidatus Odinarchaeia	Candidatus Odinarchaeales	Candidatus Odinarchaeaceae	Candidatus Odinarchaeum	Candidatus Odinarchaeum yellowstonii	1
1849		Actinomycetota	Actinomycetes	Actinopolysporales	Actinopolysporaceae	Actinopolyspora		1
1849032		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. U41	1
1849166		Promethearchaeota					Promethearchaeota archaeon CR_4	1
1852806		Bacteroidota					Bacteroidetes bacterium ADurb.Bin141	1
1852823		Candidatus Sumerlaeota					candidate division BRC1 bacterium ADurb.Bin183	1
1852824		Candidatus Sumerlaeota					candidate division BRC1 bacterium ADurb.BinA292	1
1852886		Bacillota					Firmicutes bacterium ADurb.Bin248	2
1852903		Planctomycetota					Planctomycetes bacterium ADurb.Bin126	1
1853229		Bacteroidota	Chitinophagia	Chitinophagales				1
1853230		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			1
1853232		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae			1
1855361		Candidatus Kryptoniota						1
1856322		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Haoranjiania	Haoranjiania flava	1
1859128		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Candidatus Electrothrix		1
186479		Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	Kouleothrix aurantiaca	1
1866925							bacterium ADurb.Bin236	1
186801		Bacillota	Clostridia					3
186802		Bacillota	Clostridia	Eubacteriales				5
186803		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae			2
186826		Bacillota	Bacilli	Lactobacillales				4
1869185		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella sp.	1
1869212		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium	15
1869227							bacterium	34
1871037		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium	5
1871047		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp.	1
187137		Deinococcota	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus	1
187145		Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi	2
1872107		Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter	Acidiferrobacter sp.	1
1872399		Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum sp.	1
1872440		Balneolota	Balneolia	Balneolales	Balneolaceae	Fodinibius	Fodinibius sp.	1
1873		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora		1
1873463		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae		Pseudonocardiaceae bacterium	1
1874629		Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatatoraceae	Thermodesulfatator	Thermodesulfatator sp.	1
1879010		Bacillota					Bacillota bacterium	8
1882831		Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. GAS474	1
1883427		Actinomycetota	Actinomycetes				Actinomycetes bacterium	7
188708		Thermotogota	Thermotogae					1
1889813		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium oral taxon 439	1
1891241		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium	3
1895705		Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium 40-19	1
1895763		Bacteroidota	Flavobacteriia				Flavobacteriia bacterium 40-80	1
1895926		Bacteroidota					Bacteroidetes bacterium 47-18	1
1895928		Chloroflexota	Chloroflexia	Candidatus Chloroheliales			Chloroflexi bacterium 54-19	1
1897007		Candidatus Melainabacteria						2
189774		Chloroflexota						4
1898104		Bacteroidota					Bacteroidota bacterium	50
1898111		Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae		Cryomorphaceae bacterium	3
1898112		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		Rhodospirillaceae bacterium	4
1898206		Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		Spirochaetaceae bacterium	1
1898207		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium	3
1898978		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp.	2
1904441		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium	1
1904961		Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura sp. CNU-125	2
1906665							archaeon	1
1906666		Thermoplasmatota	Thermoplasmata				Thermoplasmata archaeon	8
1907194		Bacillota	Bacilli	Caryophanales	Caryophanaceae		Planococcaceae bacterium Storch 2/2-2	1
1909295		Actinomycetota	Thermoleophilia	Solirubrobacterales			Solirubrobacterales bacterium	2
1911556		Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta		1
1912771		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio		1
1913989		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium	36
191412		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae			4
1914233		Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae			1
