taxid	kingdom	phylum	class	order	family	genus	species
1365924		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium banguiense
1385		Bacillota	Bacilli	Caryophanales			
1385624		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis	Desulfofustis sp. PB-SRB1
1392389		Bacillota	Clostridia	Eubacteriales		Intestinimonas	
1403365		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales			
1411316		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp.
1411620		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter humi
142182		Gemmatimonadota					
1424081		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium sucinum
143067		Methanobacteriota	Methanomicrobia	Methanotrichales	Methanotrichaceae		
1434110		Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis
1435466		Bacillota	Bacilli	Caryophanales	Bacillaceae	Oceanobacillus	Oceanobacillus bengalensis
1437183		Streptophyta	Magnoliopsida				
1450148		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora globispora
1454753		Atribacterota	Atribacteria	Atribacterales	Candidatus Caldatribacteriaceae	Candidatus Caldatribacterium	Candidatus Caldatribacterium saccharofermentans
146919		Rhodothermota	Rhodothermia	Rhodothermales	Salinibacteraceae	Salinibacter	Salinibacter ruber
1481888		Ciliophora	Heterotrichea	Heterotrichida	Blepharismidae	Blepharisma	Blepharisma stoltei
1495039		Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga	Mesoaciditoga lauensis
1497346		Actinomycetota	Thermoleophilia				
1502		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens
1506		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp.
1513793		Bdellovibrionota	Oligoflexia	Oligoflexales	Pseudobacteriovoracaceae	Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola
1526		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] aminophilum
153026		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	Desulforegula	Desulforegula conservatrix
1562887		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia	Protofrankia coriariae
1592317		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfoplanaceae	Desulfoplanes	Desulfoplanes formicivorans
159273		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	uncultured Capnocytophaga sp.
1597		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei
1598		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri
160798		Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	
1617416		Chloroflexota					Chloroflexi bacterium OLB15
1617422		Bacteroidota					Bacteroidetes bacterium OLB11
162289		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
1628268			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium necroappetens
1629708		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	Desulfatitalea sp. BRH_c12
1639		Bacillota	Bacilli	Caryophanales	Listeriaceae	Listeria	Listeria monocytogenes
1640516		Candidatus Methylomirabilota					candidate division NC10 bacterium CSP1-5
1640674		Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Williamwhitmania	Williamwhitmania taraxaci
1655434		Promethearchaeota					
165716		Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia	Actinidia rufa
166		Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	Treponema sp.
1660156							bacterium SCN 62-11
1660160		Acidobacteriota					Acidobacteria bacterium SCN 69-37
1670455		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfodiicoccus	Sulfodiicoccus acidiphilus
1670831		Actinomycetota	Nitriliruptoria	Egibacterales	Egibacteraceae	Egibacter	Egibacter rhizosphaerae
167972		Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	uncultured Enterococcus sp.
168697		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora arenicola
1698259		Methanobacteriota					candidate division MSBL1 archaeon SCGC-AAA259A05
1700837		Candidatus Bathyarchaeota					
1703357		Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas sp. SG8_28
1703388		Chloroflexota	Anaerolineae				Anaerolineae bacterium SM23_84
1703391		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium SG8_41
1703397			Deltaproteobacteria				Deltaproteobacteria bacterium DG_8
1703404		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium SG8_30
1703405		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium SG8_31
1703762							bacterium SM23_31
1703763							bacterium SM23_57
1703771							candidate division TA06 bacterium DG_26
1703781		Candidatus Latescibacterota					Latescibacteria bacterium DG_63
1704237		Spirochaetota					Spirochaetes bacterium DG_61
1710538		Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex salinum
1714257		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. CIS_19
171536		Methanobacteriota	Methanonatronarchaeia				
171549		Bacteroidota	Bacteroidia	Bacteroidales			
171550		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		
1716		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
1735325		Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas sp. SDB
174713		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	uncultured Tenacibaculum sp.
1748249		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Candidatus Magnetominusculus	Candidatus Magnetominusculus xianensis
1760		Actinomycetota	Actinomycetes				
1765737		Thermodesulfobacteriota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfurirhabdus	Dissulfurirhabdus thermomarina
1768114		Bacteroidota	Bacteroidia	Bacteroidales		Candidatus Hemicellulosilyticus	Candidatus Hemicellulosilyticus sp. F083
1769717		Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae		
1773489		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetovibrionaceae	Varunaivibrio	Varunaivibrio sulfuroxidans
1778601		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	
1779134			Deltaproteobacteria	Bradymonadales			
1783234							
1783257							
1783270							
1783272							
1783273							
1783275							
1783276							
1783498		Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora alkaliphila
179		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum	
1794811							
1797269		Candidatus Aminicenantota					Candidatus Aminicenantes bacterium RBG_13_62_12
1797313		Bacteroidota					Bacteroidetes bacterium GWA2_30_7
1797365		Bacteroidota					Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_37_12
1797381		Candidatus Bathyarchaeota					Candidatus Bathyarchaeota archaeon RBG_16_48_13
1797477		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium RBG_16_64_18
1797832			Deltaproteobacteria				Deltaproteobacteria bacterium RBG_13_58_19
1797881			Deltaproteobacteria				Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_50_16
1797896			Deltaproteobacteria				Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11
1797919		Elusimicrobiota					
1798420		Ignavibacteriota	Ignavibacteria				Ignavibacteria bacterium GWA2_54_16
1798913		Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microthrixaceae		
1801712		Nitrospirota					Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17
1801815		Candidatus Omnitrophota					Omnitrophica bacterium GWA2_50_21
1802340							
1802784		Candidatus Zixiibacteriota					candidate division Zixibacteria bacterium RBG_16_43_9
1802785		Candidatus Zixiibacteriota					candidate division Zixibacteria bacterium RBG_16_48_11
1803475		Actinomycetota					Actinobacteria bacterium 13_1_20CM_3_68_9
1803512		Candidatus Altarchaeota	Candidatus Altarchaeia	Candidatus Altarchaeales	Candidatus Altarchaeaceae	Candidatus Altarchaeum	
1805024		Armatimonadota					Armatimonadetes bacterium 13_1_40CM_3_65_7
1805219		Ignavibacteriota	Ignavibacteria				Ignavibacteria bacterium 13_1_40CM_2_61_4
1805282		Candidatus Nomuraibacteriota					Candidatus Nomurabacteria bacterium CG1_02_47_685
1813606		Balneolota	Balneolia	Balneolales	Balneolaceae		
1817864		Candidatus Fraseribacteriota					Candidatus Fraserbacteria bacterium RBG_16_55_9
1817868		Candidatus Handelsmaniibacteriota					Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10
1817870		Candidatus Lindowiibacteriota					Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27
183924		Thermoproteota	Thermoprotei				
183963		Methanobacteriota	Halobacteria				
183967		Thermoplasmatota	Thermoplasmata				
183968		Methanobacteriota	Thermococci				
1839754		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia	Candidatus Protofrankia californiensis
183980		Methanobacteriota	Archaeoglobi				
183988		Methanobacteriota	Methanopyri				
1841599		Candidatus Odinarchaeota	Candidatus Odinarchaeia	Candidatus Odinarchaeales	Candidatus Odinarchaeaceae	Candidatus Odinarchaeum	Candidatus Odinarchaeum yellowstonii
1849		Actinomycetota	Actinomycetes	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	
1849032		Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. U41
1849166		Promethearchaeota					Promethearchaeota archaeon CR_4
1852806		Bacteroidota					Bacteroidetes bacterium ADurb.Bin141
1852823		Candidatus Sumerlaeota					candidate division BRC1 bacterium ADurb.Bin183
1852824		Candidatus Sumerlaeota					candidate division BRC1 bacterium ADurb.BinA292
1852886		Bacillota					Firmicutes bacterium ADurb.Bin248
1852903		Planctomycetota					Planctomycetes bacterium ADurb.Bin126
1853229		Bacteroidota	Chitinophagia	Chitinophagales			
1853230		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		
1853232		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae		
1855361		Candidatus Kryptoniota					
1856322		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Haoranjiania	Haoranjiania flava
1859128		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Candidatus Electrothrix	
186479		Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	Kouleothrix aurantiaca
1866925							bacterium ADurb.Bin236
186801		Bacillota	Clostridia				
186802		Bacillota	Clostridia	Eubacteriales			
186803		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		
186826		Bacillota	Bacilli	Lactobacillales			
1869185		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Taibaiella	Taibaiella sp.
1869212		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium
1869227							bacterium
1871037		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium
1871047		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp.
187137		Deinococcota	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus
187145		Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi
1872107		Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter	Acidiferrobacter sp.
1872399		Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum sp.
1872440		Balneolota	Balneolia	Balneolales	Balneolaceae	Fodinibius	Fodinibius sp.
1873		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	
1873463		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae		Pseudonocardiaceae bacterium
1874629		Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatatoraceae	Thermodesulfatator	Thermodesulfatator sp.
1879010		Bacillota					Bacillota bacterium
1882831		Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. GAS474
1883427		Actinomycetota	Actinomycetes				Actinomycetes bacterium
188708		Thermotogota	Thermotogae				
1889813		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium oral taxon 439
1891241		Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium
1895705		Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium 40-19
1895763		Bacteroidota	Flavobacteriia				Flavobacteriia bacterium 40-80
1895926		Bacteroidota					Bacteroidetes bacterium 47-18
1895928		Chloroflexota	Chloroflexia	Candidatus Chloroheliales			Chloroflexi bacterium 54-19
1897007		Candidatus Melainabacteria					
189774		Chloroflexota					
1898104		Bacteroidota					Bacteroidota bacterium
1898111		Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae		Cryomorphaceae bacterium
1898112		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		Rhodospirillaceae bacterium
1898206		Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		Spirochaetaceae bacterium
1898207		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium
1898978		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp.
1904441		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium
1904961		Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura sp. CNU-125
1906665							archaeon
1906666		Thermoplasmatota	Thermoplasmata				Thermoplasmata archaeon
1907194		Bacillota	Bacilli	Caryophanales	Caryophanaceae		Planococcaceae bacterium Storch 2/2-2
1909295		Actinomycetota	Thermoleophilia	Solirubrobacterales			Solirubrobacterales bacterium
1911556		Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	
1912771		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	
1913989		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium
191412		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae		
1914233		Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		
1914338		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas sp.
1915410		Thermoproteota					
1919085		Actinomycetota					Actinobacteria bacterium QS_5_72_10
1919086		Actinomycetota					Actinobacteria bacterium QS_8_72_14
1919098		Bacteroidota					Bacteroidetes bacterium QH_7_62_13
1919103		Bacteroidota					Bacteroidetes bacterium QS_1_63_11
1919112		Bacteroidota					Bacteroidetes bacterium SW_10_40_5
1919113		Bacteroidota					Bacteroidetes bacterium SW_11_45_7
1919189		Methanobacteriota	Halobacteria	Halobacteriales			Halobacteriales archaeon QS_9_67_15
1919232		Thermoplasmatota	Thermoplasmata	Thermoplasmatales			Thermoplasmatales archaeon SW_10_69_26
1920175		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp.
1920419		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		Desulfobulbaceae bacterium DB1
1920505		Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Pleomorphochaeta	Pleomorphochaeta sp.
1923		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces phaeochromogenes
1930		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces scabiei
1930617		Calditrichota					
1932692		Lentisphaerota					Lentisphaerota bacterium
1932697							bacterium M21
1934250		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		Desulfobulbaceae bacterium A2
1934251		Verrucomicrobiota					Verrucomicrobia bacterium A1
1935183							
1936988		Bacteroidota	Saprospiria	Saprospirales			
1937972		Bacteroidota	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia	
1940283		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halolamina	Halolamina sp.
1940285		Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	Sedimenticola sp.
1940288		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp.
1940289		Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter sp.
1945595		Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae		Methanosarcinaceae archaeon
1946651		Bacillota	Clostridia	Eubacteriales		Intestinimonas	Intestinimonas sp. UBA1698
194924		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae		
1954253		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas	Filimonas sp.
1956173		Candidatus Omnitrophota					Candidatus Omnitrophica bacterium 4484_171
1956174		Candidatus Latescibacterota					Candidatus Latescibacteria bacterium 4484_181
1961369		Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum sp.
1962856		Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix sp.
1963255		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum sp.
1963835		Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Arboricoccus	Arboricoccus pini
1964215		Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	Roseivirga sp.
1970082		Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium sp.
1970190		Bacteroidota	Bacteroidia	Bacteroidales	Salinivirgaceae		
1970514		Gemmatimonadota					Gemmatimonadetes bacterium 21-71-4
1970529		Pseudomonadota	Hydrogenophilia	Hydrogenophilales			Hydrogenophilales bacterium 28-61-11
1970579		Bacteroidota	Sphingobacteriia				Sphingobacteriia bacterium 35-40-5
1970784		Candidatus Omnitrophota					Candidatus Omnitrophica bacterium 4484_49
1971724		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium 4572_5.1
1971726		Candidatus Cloacimonadota					Candidatus Cloacimonetes bacterium 4572_55
1972642		Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta sp.
1973888		Acidobacteriota					Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7
1974748		Candidatus Omnitrophota				Candidatus Abzuiibacterium	Candidatus Abzuiibacterium crystallinum
1974749		Candidatus Omnitrophota					Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_63_9
1975520		Candidatus Zixiibacteriota					candidate division Zixibacteria bacterium CG_4_9_14_3_um_filter_46_8
1977087		Pseudomonadota					Pseudomonadota bacterium
1978152		Thermoproteota					
1978231		Acidobacteriota					Acidobacteriota bacterium
1978525		Pseudomonadota	Alphaproteobacteria	Sphingomonadales			Sphingomonadales bacterium
1980646		Methanobacteriota	Theionarchaea				
1982333		Verrucomicrobiota					Verrucomicrobia bacterium Tous-C9LFEB
1983103		Cyanobacteriota	Cyanophyceae	Synechococcales			
1983111		Cyanobacteriota					
1986146		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus oralis
1986672		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		
1986761		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium TMED34
2							
2004		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae		
200414		Thermoproteota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera	
2005730							bacterium BMS3Bbin07
200643		Bacteroidota	Bacteroidia				
200644		Bacteroidota	Flavobacteriia	Flavobacteriales			
200667		Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae		
2006848		Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae		Opitutaceae bacterium
2006849		Pseudomonadota	Gammaproteobacteria	Lysobacterales			Lysobacterales bacterium
200783		Aquificota					
200795		Chloroflexota					
2008672		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Avrilella	Avrilella dinanensis
200918		Thermotogota					
